Ship,Class,Type,Engineering,Experimental,ShieldStrength,RegenRate,ExpRes,KinRes,ThermRes
Orca,6,Bi-Weave,Kinetic resistant,Hi-Cap,316.2103,3.2,0.5,0.3,1.38
Orca,6,Bi-Weave,Kinetic resistant,Thermo Block,289.3623,3.2,0.5,0.3,1.2696
Orca,6,Bi-Weave,Kinetic resistant,Multi-weave,298.3116,3.2,0.485,0.291,1.3386
Orca,6,Normal,Reinforced,Fast Charge,502.75,1.495,0.4238,0.5085,1.017
Orca,6,Normal,Reinforced,Force Block,487.6631,1.3,0.4175,0.4609,1.002
Orca,6,Normal,Reinforced,Hi-Cap,532.9238,1.3,0.4175,0.501,1.002
Orca,6,Normal,Reinforced,Thermo Block,487.6631,1.3,0.4175,0.501,0.9218
Orca,6,Normal,Reinforced,Multi-weave,502.75,1.3,0.405,0.486,0.9719
Orca,6,Normal,Thermal resistant,Fast Charge,364.3116,1.495,0.5075,0.7308,0.609
Orca,6,Normal,Thermal resistant,Force Block,353.3823,1.3,0.5,0.6624,0.6
Orca,6,Normal,Thermal resistant,Hi-Cap,386.1703,1.3,0.5,0.72,0.6
Orca,6,Normal,Thermal resistant,Thermo Block,353.3823,1.3,0.5,0.72,0.552
Orca,6,Normal,Thermal resistant,Multi-weave,364.3116,1.3,0.485,0.6984,0.582
Orca,6,Normal,Kinetic resistant,Fast Charge,364.3116,1.495,0.5075,0.3045,1.4007
Orca,6,Normal,Kinetic resistant,Force Block,353.3823,1.3,0.5,0.276,1.38
Orca,6,Normal,Kinetic resistant,Hi-Cap,386.1703,1.3,0.5,0.3,1.38
Orca,6,Normal,Kinetic resistant,Thermo Block,353.3823,1.3,0.5,0.3,1.2696
Orca,6,Normal,Kinetic resistant,Multi-weave,364.3116,1.3,0.485,0.291,1.3386
Orca,6,Prismatic,Reinforced,Fast Charge,593.83,1.15,0.4238,0.5085,1.017
Orca,6,Prismatic,Reinforced,Force Block,576.0151,1,0.4175,0.4609,1.002
Orca,6,Prismatic,Reinforced,Hi-Cap,629.4598,1,0.4175,0.501,1.002
Orca,6,Prismatic,Reinforced,Thermo Block,576.0151,1,0.4175,0.501,0.9218
Orca,6,Prismatic,Reinforced,Multi-weave,593.83,1,0.405,0.486,0.9719
Orca,6,Prismatic,Thermal resistant,Fast Charge,430.3116,1.15,0.5075,0.7308,0.609
Orca,6,Prismatic,Thermal resistant,Force Block,417.4023,1,0.5,0.6624,0.6
Orca,6,Prismatic,Thermal resistant,Hi-Cap,456.1303,1,0.5,0.72,0.6
Orca,6,Prismatic,Thermal resistant,Thermo Block,417.4023,1,0.5,0.72,0.552
Orca,6,Prismatic,Thermal resistant,Multi-weave,430.3116,1,0.485,0.6984,0.582
Orca,6,Prismatic,Kinetic resistant,Fast Charge,430.3116,1.15,0.5075,0.3045,1.4007
Orca,6,Prismatic,Kinetic resistant,Force Block,417.4023,1,0.5,0.276,1.38
Orca,6,Prismatic,Kinetic resistant,Hi-Cap,456.1303,1,0.5,0.3,1.38
Orca,6,Prismatic,Kinetic resistant,Thermo Block,417.4023,1,0.5,0.3,1.2696
Orca,6,Prismatic,Kinetic resistant,Multi-weave,430.3116,1,0.485,0.291,1.3386
Python,3,Bi-Weave,Reinforced,Fast Charge,149.9739,2.07,0.4238,0.5085,1.017
Python,3,Bi-Weave,Reinforced,Force Block,145.4642,1.8,0.4175,0.4609,1.002
Python,3,Bi-Weave,Reinforced,Hi-Cap,158.9671,1.8,0.4175,0.501,1.002
Python,3,Bi-Weave,Reinforced,Thermo Block,145.4642,1.8,0.4175,0.501,0.9218
Python,3,Bi-Weave,Reinforced,Multi-weave,149.9739,1.8,0.405,0.486,0.9719
Python,3,Bi-Weave,Thermal resistant,Fast Charge,108.6767,2.07,0.5075,0.7308,0.609
Python,3,Bi-Weave,Thermal resistant,Force Block,105.4164,1.8,0.5,0.6624,0.6
Python,3,Bi-Weave,Thermal resistant,Hi-Cap,115.1973,1.8,0.5,0.72,0.6
Python,3,Bi-Weave,Thermal resistant,Thermo Block,105.4164,1.8,0.5,0.72,0.552
Python,3,Bi-Weave,Thermal resistant,Multi-weave,108.6767,1.8,0.485,0.6984,0.582
Python,3,Bi-Weave,Kinetic resistant,Fast Charge,108.6767,2.07,0.5075,0.3045,1.4007
Python,3,Bi-Weave,Kinetic resistant,Force Block,105.4164,1.8,0.5,0.276,1.38
Python,3,Bi-Weave,Kinetic resistant,Hi-Cap,115.1973,1.8,0.5,0.3,1.38
Python,3,Bi-Weave,Kinetic resistant,Thermo Block,105.4164,1.8,0.5,0.3,1.2696
Python,3,Bi-Weave,Kinetic resistant,Multi-weave,108.6767,1.8,0.485,0.291,1.3386
Python,3,Normal,Reinforced,Fast Charge,257.6139,1.15,0.4238,0.5085,1.017
Python,3,Normal,Reinforced,Force Block,249.8802,1,0.4175,0.4609,1.002
Python,3,Normal,Reinforced,Hi-Cap,273.0811,1,0.4175,0.501,1.002
Python,3,Normal,Reinforced,Thermo Block,249.8802,1,0.4175,0.501,0.9218
Python,3,Normal,Reinforced,Multi-weave,257.6139,1,0.405,0.486,0.9719
Python,3,Normal,Thermal resistant,Fast Charge,186.6767,1.15,0.5075,0.7308,0.609
Python,3,Normal,Thermal resistant,Force Block,181.0764,1,0.5,0.6624,0.6
Python,3,Normal,Thermal resistant,Hi-Cap,197.8773,1,0.5,0.72,0.6
Python,3,Normal,Thermal resistant,Thermo Block,181.0764,1,0.5,0.72,0.552
Python,3,Normal,Thermal resistant,Multi-weave,186.6767,1,0.485,0.6984,0.582
Python,3,Normal,Kinetic resistant,Fast Charge,186.6767,1.15,0.5075,0.3045,1.4007
Python,3,Normal,Kinetic resistant,Force Block,181.0764,1,0.5,0.276,1.38
Python,3,Normal,Kinetic resistant,Hi-Cap,197.8773,1,0.5,0.3,1.38
Python,3,Normal,Kinetic resistant,Thermo Block,181.0764,1,0.5,0.3,1.2696
Python,3,Normal,Kinetic resistant,Multi-weave,186.6767,1,0.485,0.291,1.3386
Python,3,Prismatic,Reinforced,Fast Charge,365.2539,1.15,0.4238,0.5085,1.017
Python,3,Prismatic,Reinforced,Force Block,354.2962,1,0.4175,0.4609,1.002
Python,3,Prismatic,Reinforced,Hi-Cap,387.1691,1,0.4175,0.501,1.002
Python,3,Prismatic,Reinforced,Thermo Block,354.2962,1,0.4175,0.501,0.9218
Python,3,Prismatic,Reinforced,Multi-weave,365.2539,1,0.405,0.486,0.9719
Python,3,Prismatic,Thermal resistant,Fast Charge,264.6767,1.15,0.5075,0.7308,0.609
Python,3,Prismatic,Thermal resistant,Force Block,256.7364,1,0.5,0.6624,0.6
Python,3,Prismatic,Thermal resistant,Hi-Cap,280.5573,1,0.5,0.72,0.6
Python,3,Prismatic,Thermal resistant,Thermo Block,256.7364,1,0.5,0.72,0.552
Python,3,Prismatic,Thermal resistant,Multi-weave,264.6767,1,0.485,0.6984,0.582
Python,3,Prismatic,Kinetic resistant,Fast Charge,264.6767,1.15,0.5075,0.3045,1.4007
Python,3,Prismatic,Kinetic resistant,Force Block,256.7364,1,0.5,0.276,1.38
Python,3,Prismatic,Kinetic resistant,Hi-Cap,280.5573,1,0.5,0.3,1.38
Python,3,Prismatic,Kinetic resistant,Thermo Block,256.7364,1,0.5,0.3,1.2696
Python,3,Prismatic,Kinetic resistant,Multi-weave,264.6767,1,0.485,0.291,1.3386
Python,4,Bi-Weave,Reinforced,Fast Charge,263.956,2.07,0.4238,0.5085,1.017
Python,4,Bi-Weave,Reinforced,Force Block,256.0269,1.8,0.4175,0.4609,1.002
Python,4,Bi-Weave,Reinforced,Hi-Cap,279.7881,1.8,0.4175,0.501,1.002
Python,4,Bi-Weave,Reinforced,Thermo Block,256.0269,1.8,0.4175,0.501,0.9218
Python,4,Bi-Weave,Reinforced,Multi-weave,263.956,1.8,0.405,0.486,0.9719
Python,4,Bi-Weave,Thermal resistant,Fast Charge,191.2724,2.07,0.5075,0.7308,0.609
Python,4,Bi-Weave,Thermal resistant,Force Block,185.5343,1.8,0.5,0.6624,0.6
Python,4,Bi-Weave,Thermal resistant,Hi-Cap,202.7488,1.8,0.5,0.72,0.6
Python,4,Bi-Weave,Thermal resistant,Thermo Block,185.5343,1.8,0.5,0.72,0.552
Python,4,Bi-Weave,Thermal resistant,Multi-weave,191.2724,1.8,0.485,0.6984,0.582
Python,4,Bi-Weave,Kinetic resistant,Fast Charge,191.2724,2.07,0.5075,0.3045,1.4007
Python,4,Bi-Weave,Kinetic resistant,Force Block,185.5343,1.8,0.5,0.276,1.38
Python,4,Bi-Weave,Kinetic resistant,Hi-Cap,202.7488,1.8,0.5,0.3,1.38
Python,4,Bi-Weave,Kinetic resistant,Thermo Block,185.5343,1.8,0.5,0.3,1.2696
Python,4,Bi-Weave,Kinetic resistant,Multi-weave,191.2724,1.8,0.485,0.291,1.3386
Python,4,Normal,Reinforced,Fast Charge,371.596,1.15,0.4238,0.5085,1.017
Python,4,Normal,Reinforced,Force Block,360.4429,1,0.4175,0.4609,1.002
Python,4,Normal,Reinforced,Hi-Cap,393.9021,1,0.4175,0.501,1.002
Python,4,Normal,Reinforced,Thermo Block,360.4429,1,0.4175,0.501,0.9218
Python,4,Normal,Reinforced,Multi-weave,371.596,1,0.405,0.486,0.9719
Python,4,Normal,Thermal resistant,Fast Charge,269.2724,1.15,0.5075,0.7308,0.609
Python,4,Normal,Thermal resistant,Force Block,261.1943,1,0.5,0.6624,0.6
Python,4,Normal,Thermal resistant,Hi-Cap,285.4288,1,0.5,0.72,0.6
Python,4,Normal,Thermal resistant,Thermo Block,261.1943,1,0.5,0.72,0.552
Python,4,Normal,Thermal resistant,Multi-weave,269.2724,1,0.485,0.6984,0.582
Python,4,Normal,Kinetic resistant,Fast Charge,269.2724,1.15,0.5075,0.3045,1.4007
Python,4,Normal,Kinetic resistant,Force Block,261.1943,1,0.5,0.276,1.38
Python,4,Normal,Kinetic resistant,Hi-Cap,285.4288,1,0.5,0.3,1.38
Python,4,Normal,Kinetic resistant,Thermo Block,261.1943,1,0.5,0.3,1.2696
Python,4,Normal,Kinetic resistant,Multi-weave,269.2724,1,0.485,0.291,1.3386
Python,4,Prismatic,Reinforced,Fast Charge,479.236,1.15,0.4238,0.5085,1.017
Python,4,Prismatic,Reinforced,Force Block,464.8589,1,0.4175,0.4609,1.002
Python,4,Prismatic,Reinforced,Hi-Cap,507.9901,1,0.4175,0.501,1.002
Python,4,Prismatic,Reinforced,Thermo Block,464.8589,1,0.4175,0.501,0.9218
Python,4,Prismatic,Reinforced,Multi-weave,479.236,1,0.405,0.486,0.9719
Python,4,Prismatic,Thermal resistant,Fast Charge,347.2724,1.15,0.5075,0.7308,0.609
Python,4,Prismatic,Thermal resistant,Force Block,336.8543,1,0.5,0.6624,0.6
Python,4,Prismatic,Thermal resistant,Hi-Cap,368.1088,1,0.5,0.72,0.6
Python,4,Prismatic,Thermal resistant,Thermo Block,336.8543,1,0.5,0.72,0.552
Python,4,Prismatic,Thermal resistant,Multi-weave,347.2724,1,0.485,0.6984,0.582
Python,4,Prismatic,Kinetic resistant,Fast Charge,347.2724,1.15,0.5075,0.3045,1.4007
Python,4,Prismatic,Kinetic resistant,Force Block,336.8543,1,0.5,0.276,1.38
Python,4,Prismatic,Kinetic resistant,Hi-Cap,368.1088,1,0.5,0.3,1.38
Python,4,Prismatic,Kinetic resistant,Thermo Block,336.8543,1,0.5,0.3,1.2696
Python,4,Prismatic,Kinetic resistant,Multi-weave,347.2724,1,0.485,0.291,1.3386
Python,5,Bi-Weave,Reinforced,Fast Charge,364.6769,2.53,0.4238,0.5085,1.017
Python,5,Bi-Weave,Reinforced,Force Block,353.7262,2.2,0.4175,0.4609,1.002
Python,5,Bi-Weave,Reinforced,Hi-Cap,386.5523,2.2,0.4175,0.501,1.002
Python,5,Bi-Weave,Reinforced,Thermo Block,353.7262,2.2,0.4175,0.501,0.9218
Python,5,Bi-Weave,Reinforced,Multi-weave,364.6769,2.2,0.405,0.486,0.9719
Python,5,Bi-Weave,Thermal resistant,Fast Charge,264.2586,2.53,0.5075,0.7308,0.609
Python,5,Bi-Weave,Thermal resistant,Force Block,256.3309,2.2,0.5,0.6624,0.6
Python,5,Bi-Weave,Thermal resistant,Hi-Cap,280.1142,2.2,0.5,0.72,0.6
Python,5,Bi-Weave,Thermal resistant,Thermo Block,256.3309,2.2,0.5,0.72,0.552
Python,5,Bi-Weave,Thermal resistant,Multi-weave,264.2586,2.2,0.485,0.6984,0.582
Python,5,Bi-Weave,Kinetic resistant,Fast Charge,264.2586,2.53,0.5075,0.3045,1.4007
Python,5,Bi-Weave,Kinetic resistant,Force Block,256.3309,2.2,0.5,0.276,1.38
Python,5,Bi-Weave,Kinetic resistant,Hi-Cap,280.1142,2.2,0.5,0.3,1.38
Python,5,Bi-Weave,Kinetic resistant,Thermo Block,256.3309,2.2,0.5,0.3,1.2696
Python,5,Bi-Weave,Kinetic resistant,Multi-weave,264.2586,2.2,0.485,0.291,1.3386
Python,5,Normal,Reinforced,Fast Charge,472.3169,1.15,0.4238,0.5085,1.017
Python,5,Normal,Reinforced,Force Block,458.1422,1,0.4175,0.4609,1.002
Python,5,Normal,Reinforced,Hi-Cap,500.6663,1,0.4175,0.501,1.002
Python,5,Normal,Reinforced,Thermo Block,458.1422,1,0.4175,0.501,0.9218
Python,5,Normal,Reinforced,Multi-weave,472.3169,1,0.405,0.486,0.9719
Python,5,Normal,Thermal resistant,Fast Charge,342.2586,1.15,0.5075,0.7308,0.609
Python,5,Normal,Thermal resistant,Force Block,331.9909,1,0.5,0.6624,0.6
Python,5,Normal,Thermal resistant,Hi-Cap,362.7942,1,0.5,0.72,0.6
Python,5,Normal,Thermal resistant,Thermo Block,331.9909,1,0.5,0.72,0.552
Python,5,Normal,Thermal resistant,Multi-weave,342.2586,1,0.485,0.6984,0.582
Python,5,Normal,Kinetic resistant,Fast Charge,342.2586,1.15,0.5075,0.3045,1.4007
Python,5,Normal,Kinetic resistant,Force Block,331.9909,1,0.5,0.276,1.38
Python,5,Normal,Kinetic resistant,Hi-Cap,362.7942,1,0.5,0.3,1.38
Python,5,Normal,Kinetic resistant,Thermo Block,331.9909,1,0.5,0.3,1.2696
Python,5,Normal,Kinetic resistant,Multi-weave,342.2586,1,0.485,0.291,1.3386
Python,5,Prismatic,Reinforced,Fast Charge,579.9569,1.15,0.4238,0.5085,1.017
Python,5,Prismatic,Reinforced,Force Block,562.5582,1,0.4175,0.4609,1.002
Python,5,Prismatic,Reinforced,Hi-Cap,614.7543,1,0.4175,0.501,1.002
Python,5,Prismatic,Reinforced,Thermo Block,562.5582,1,0.4175,0.501,0.9218
Python,5,Prismatic,Reinforced,Multi-weave,579.9569,1,0.405,0.486,0.9719
Python,5,Prismatic,Thermal resistant,Fast Charge,420.2586,1.15,0.5075,0.7308,0.609
Python,5,Prismatic,Thermal resistant,Force Block,407.6509,1,0.5,0.6624,0.6
Python,5,Prismatic,Thermal resistant,Hi-Cap,445.4742,1,0.5,0.72,0.6
Python,5,Prismatic,Thermal resistant,Thermo Block,407.6509,1,0.5,0.72,0.552
Python,5,Prismatic,Thermal resistant,Multi-weave,420.2586,1,0.485,0.6984,0.582
Python,5,Prismatic,Kinetic resistant,Fast Charge,420.2586,1.15,0.5075,0.3045,1.4007
Python,5,Prismatic,Kinetic resistant,Force Block,407.6509,1,0.5,0.276,1.38
Python,5,Prismatic,Kinetic resistant,Hi-Cap,445.4742,1,0.5,0.3,1.38
Python,5,Prismatic,Kinetic resistant,Thermo Block,407.6509,1,0.5,0.3,1.2696
Python,5,Prismatic,Kinetic resistant,Multi-weave,420.2586,1,0.485,0.291,1.3386
Python,6,Bi-Weave,Reinforced,Fast Charge,441.5916,3.68,0.4238,0.5085,1.017
Python,6,Bi-Weave,Reinforced,Force Block,428.3334,3.2,0.4175,0.4609,1.002
Python,6,Bi-Weave,Reinforced,Hi-Cap,468.0819,3.2,0.4175,0.501,1.002
Python,6,Bi-Weave,Reinforced,Thermo Block,428.3334,3.2,0.4175,0.501,0.9218
Python,6,Bi-Weave,Reinforced,Multi-weave,441.5916,3.2,0.405,0.486,0.9719
Python,6,Bi-Weave,Thermal resistant,Fast Charge,319.9939,3.68,0.5075,0.7308,0.609
Python,6,Bi-Weave,Thermal resistant,Force Block,310.3941,3.2,0.5,0.6624,0.6
Python,6,Bi-Weave,Thermal resistant,Hi-Cap,339.1935,3.2,0.5,0.72,0.6
Python,6,Bi-Weave,Thermal resistant,Thermo Block,310.3941,3.2,0.5,0.72,0.552
Python,6,Bi-Weave,Thermal resistant,Multi-weave,319.9939,3.2,0.485,0.6984,0.582
Python,6,Bi-Weave,Kinetic resistant,Fast Charge,319.9939,3.68,0.5075,0.3045,1.4007
Python,6,Bi-Weave,Kinetic resistant,Force Block,310.3941,3.2,0.5,0.276,1.38
Python,6,Bi-Weave,Kinetic resistant,Hi-Cap,339.1935,3.2,0.5,0.3,1.38
Python,6,Bi-Weave,Kinetic resistant,Thermo Block,310.3941,3.2,0.5,0.3,1.2696
Python,6,Bi-Weave,Kinetic resistant,Multi-weave,319.9939,3.2,0.485,0.291,1.3386
Python,6,Normal,Reinforced,Fast Charge,549.2316,1.495,0.4238,0.5085,1.017
Python,6,Normal,Reinforced,Force Block,532.7494,1.3,0.4175,0.4609,1.002
Python,6,Normal,Reinforced,Hi-Cap,582.1959,1.3,0.4175,0.501,1.002
Python,6,Normal,Reinforced,Thermo Block,532.7494,1.3,0.4175,0.501,0.9218
Python,6,Normal,Reinforced,Multi-weave,549.2316,1.3,0.405,0.486,0.9719
Python,6,Normal,Thermal resistant,Fast Charge,397.9939,1.495,0.5075,0.7308,0.609
Python,6,Normal,Thermal resistant,Force Block,386.0541,1.3,0.5,0.6624,0.6
Python,6,Normal,Thermal resistant,Hi-Cap,421.8735,1.3,0.5,0.72,0.6
Python,6,Normal,Thermal resistant,Thermo Block,386.0541,1.3,0.5,0.72,0.552
Python,6,Normal,Thermal resistant,Multi-weave,397.9939,1.3,0.485,0.6984,0.582
Python,6,Normal,Kinetic resistant,Fast Charge,397.9939,1.495,0.5075,0.3045,1.4007
Python,6,Normal,Kinetic resistant,Force Block,386.0541,1.3,0.5,0.276,1.38
Python,6,Normal,Kinetic resistant,Hi-Cap,421.8735,1.3,0.5,0.3,1.38
Python,6,Normal,Kinetic resistant,Thermo Block,386.0541,1.3,0.5,0.3,1.2696
Python,6,Normal,Kinetic resistant,Multi-weave,397.9939,1.3,0.485,0.291,1.3386
Python,6,Prismatic,Reinforced,Fast Charge,656.8716,1.15,0.4238,0.5085,1.017
Python,6,Prismatic,Reinforced,Force Block,637.1654,1,0.4175,0.4609,1.002
Python,6,Prismatic,Reinforced,Hi-Cap,696.2839,1,0.4175,0.501,1.002
Python,6,Prismatic,Reinforced,Thermo Block,637.1654,1,0.4175,0.501,0.9218
Python,6,Prismatic,Reinforced,Multi-weave,656.8716,1,0.405,0.486,0.9719
Python,6,Prismatic,Thermal resistant,Fast Charge,475.9939,1.15,0.5075,0.7308,0.609
Python,6,Prismatic,Thermal resistant,Force Block,461.7141,1,0.5,0.6624,0.6
Python,6,Prismatic,Thermal resistant,Hi-Cap,504.5535,1,0.5,0.72,0.6
Python,6,Prismatic,Thermal resistant,Thermo Block,461.7141,1,0.5,0.72,0.552
Python,6,Prismatic,Thermal resistant,Multi-weave,475.9939,1,0.485,0.6984,0.582
Python,6,Prismatic,Kinetic resistant,Fast Charge,475.9939,1.15,0.5075,0.3045,1.4007
Python,6,Prismatic,Kinetic resistant,Force Block,461.7141,1,0.5,0.276,1.38
Python,6,Prismatic,Kinetic resistant,Hi-Cap,504.5535,1,0.5,0.3,1.38
Python,6,Prismatic,Kinetic resistant,Thermo Block,461.7141,1,0.5,0.3,1.2696
Python,6,Prismatic,Kinetic resistant,Multi-weave,475.9939,1,0.485,0.291,1.3386
Sidewinder,1,Bi-Weave,Reinforced,Fast Charge,49.68,2.07,0.4238,0.5085,1.017
Sidewinder,1,Bi-Weave,Reinforced,Force Block,48.188,1.8,0.4175,0.4609,1.002
Sidewinder,1,Bi-Weave,Reinforced,Hi-Cap,52.66,1.8,0.4175,0.501,1.002
Sidewinder,1,Bi-Weave,Reinforced,Thermo Block,48.188,1.8,0.4175,0.501,0.9218
Sidewinder,1,Bi-Weave,Reinforced,Multi-weave,49.68,1.8,0.405,0.486,0.9719
Sidewinder,1,Bi-Weave,Thermal resistant,Fast Charge,36.0,2.07,0.5075,0.7308,0.609
Sidewinder,1,Bi-Weave,Thermal resistant,Force Block,34.92,1.8,0.5,0.6624,0.6
Sidewinder,1,Bi-Weave,Thermal resistant,Hi-Cap,38.16,1.8,0.5,0.72,0.6
Sidewinder,1,Bi-Weave,Thermal resistant,Thermo Block,34.92,1.8,0.5,0.72,0.552
Sidewinder,1,Bi-Weave,Thermal resistant,Multi-weave,36.0,1.8,0.485,0.6984,0.582
Sidewinder,1,Bi-Weave,Kinetic resistant,Fast Charge,36.0,2.07,0.5075,0.3045,1.4007
Sidewinder,1,Bi-Weave,Kinetic resistant,Force Block,34.92,1.8,0.5,0.276,1.38
Sidewinder,1,Bi-Weave,Kinetic resistant,Hi-Cap,38.16,1.8,0.5,0.3,1.38
Sidewinder,1,Bi-Weave,Kinetic resistant,Thermo Block,34.92,1.8,0.5,0.3,1.2696
Sidewinder,1,Bi-Weave,Kinetic resistant,Multi-weave,36.0,1.8,0.485,0.291,1.3386
Sidewinder,1,Normal,Reinforced,Fast Charge,66.24,1.15,0.4238,0.5085,1.017
Sidewinder,1,Normal,Reinforced,Force Block,64.252,1,0.4175,0.4609,1.002
Sidewinder,1,Normal,Reinforced,Hi-Cap,70.216,1,0.4175,0.501,1.002
Sidewinder,1,Normal,Reinforced,Thermo Block,64.252,1,0.4175,0.501,0.9218
Sidewinder,1,Normal,Reinforced,Multi-weave,66.24,1,0.405,0.486,0.9719
Sidewinder,1,Normal,Thermal resistant,Fast Charge,48.0,1.15,0.5075,0.7308,0.609
Sidewinder,1,Normal,Thermal resistant,Force Block,46.56,1,0.5,0.6624,0.6
Sidewinder,1,Normal,Thermal resistant,Hi-Cap,50.88,1,0.5,0.72,0.6
Sidewinder,1,Normal,Thermal resistant,Thermo Block,46.56,1,0.5,0.72,0.552
Sidewinder,1,Normal,Thermal resistant,Multi-weave,48.0,1,0.485,0.6984,0.582
Sidewinder,1,Normal,Kinetic resistant,Fast Charge,48.0,1.15,0.5075,0.3045,1.4007
Sidewinder,1,Normal,Kinetic resistant,Force Block,46.56,1,0.5,0.276,1.38
Sidewinder,1,Normal,Kinetic resistant,Hi-Cap,50.88,1,0.5,0.3,1.38
Sidewinder,1,Normal,Kinetic resistant,Thermo Block,46.56,1,0.5,0.3,1.2696
Sidewinder,1,Normal,Kinetic resistant,Multi-weave,48.0,1,0.485,0.291,1.3386
Sidewinder,1,Prismatic,Reinforced,Fast Charge,82.8,1.15,0.4238,0.5085,1.017
Sidewinder,1,Prismatic,Reinforced,Force Block,80.316,1,0.4175,0.4609,1.002
Sidewinder,1,Prismatic,Reinforced,Hi-Cap,87.768,1,0.4175,0.501,1.002
Sidewinder,1,Prismatic,Reinforced,Thermo Block,80.316,1,0.4175,0.501,0.9218
Sidewinder,1,Prismatic,Reinforced,Multi-weave,82.8,1,0.405,0.486,0.9719
Sidewinder,1,Prismatic,Thermal resistant,Fast Charge,60.0,1.15,0.5075,0.7308,0.609
Sidewinder,1,Prismatic,Thermal resistant,Force Block,58.2,1,0.5,0.6624,0.6
Sidewinder,1,Prismatic,Thermal resistant,Hi-Cap,63.6,1,0.5,0.72,0.6
Sidewinder,1,Prismatic,Thermal resistant,Thermo Block,58.2,1,0.5,0.72,0.552
Sidewinder,1,Prismatic,Thermal resistant,Multi-weave,60.0,1,0.485,0.6984,0.582
Sidewinder,1,Prismatic,Kinetic resistant,Fast Charge,60.0,1.15,0.5075,0.3045,1.4007
Sidewinder,1,Prismatic,Kinetic resistant,Force Block,58.2,1,0.5,0.276,1.38
Sidewinder,1,Prismatic,Kinetic resistant,Hi-Cap,63.6,1,0.5,0.3,1.38
Sidewinder,1,Prismatic,Kinetic resistant,Thermo Block,58.2,1,0.5,0.3,1.2696
Sidewinder,1,Prismatic,Kinetic resistant,Multi-weave,60.0,1,0.485,0.291,1.3386
Sidewinder,2,Bi-Weave,Reinforced,Fast Charge,77.28,2.07,0.4238,0.5085,1.017
Sidewinder,2,Bi-Weave,Reinforced,Force Block,74.96,1.8,0.4175,0.4609,1.002
Sidewinder,2,Bi-Weave,Reinforced,Hi-Cap,81.916,1.8,0.4175,0.501,1.002
Sidewinder,2,Bi-Weave,Reinforced,Thermo Block,74.96,1.8,0.4175,0.501,0.9218
Sidewinder,2,Bi-Weave,Reinforced,Multi-weave,77.28,1.8,0.405,0.486,0.9719
Sidewinder,2,Bi-Weave,Thermal resistant,Fast Charge,56.0,2.07,0.5075,0.7308,0.609
Sidewinder,2,Bi-Weave,Thermal resistant,Force Block,54.32,1.8,0.5,0.6624,0.6
Sidewinder,2,Bi-Weave,Thermal resistant,Hi-Cap,59.36,1.8,0.5,0.72,0.6
Sidewinder,2,Bi-Weave,Thermal resistant,Thermo Block,54.32,1.8,0.5,0.72,0.552
Sidewinder,2,Bi-Weave,Thermal resistant,Multi-weave,56.0,1.8,0.485,0.6984,0.582
Sidewinder,2,Bi-Weave,Kinetic resistant,Fast Charge,56.0,2.07,0.5075,0.3045,1.4007
Sidewinder,2,Bi-Weave,Kinetic resistant,Force Block,54.32,1.8,0.5,0.276,1.38
Sidewinder,2,Bi-Weave,Kinetic resistant,Hi-Cap,59.36,1.8,0.5,0.3,1.38
Sidewinder,2,Bi-Weave,Kinetic resistant,Thermo Block,54.32,1.8,0.5,0.3,1.2696
Sidewinder,2,Bi-Weave,Kinetic resistant,Multi-weave,56.0,1.8,0.485,0.291,1.3386
Sidewinder,2,Normal,Reinforced,Fast Charge,93.84,1.15,0.4238,0.5085,1.017
Sidewinder,2,Normal,Reinforced,Force Block,91.024,1,0.4175,0.4609,1.002
Sidewinder,2,Normal,Reinforced,Hi-Cap,99.472,1,0.4175,0.501,1.002
Sidewinder,2,Normal,Reinforced,Thermo Block,91.024,1,0.4175,0.501,0.9218
Sidewinder,2,Normal,Reinforced,Multi-weave,93.84,1,0.405,0.486,0.9719
Sidewinder,2,Normal,Thermal resistant,Fast Charge,68.0,1.15,0.5075,0.7308,0.609
Sidewinder,2,Normal,Thermal resistant,Force Block,65.96,1,0.5,0.6624,0.6
Sidewinder,2,Normal,Thermal resistant,Hi-Cap,72.08,1,0.5,0.72,0.6
Sidewinder,2,Normal,Thermal resistant,Thermo Block,65.96,1,0.5,0.72,0.552
Sidewinder,2,Normal,Thermal resistant,Multi-weave,68.0,1,0.485,0.6984,0.582
Sidewinder,2,Normal,Kinetic resistant,Fast Charge,68.0,1.15,0.5075,0.3045,1.4007
Sidewinder,2,Normal,Kinetic resistant,Force Block,65.96,1,0.5,0.276,1.38
Sidewinder,2,Normal,Kinetic resistant,Hi-Cap,72.08,1,0.5,0.3,1.38
Sidewinder,2,Normal,Kinetic resistant,Thermo Block,65.96,1,0.5,0.3,1.2696
Sidewinder,2,Normal,Kinetic resistant,Multi-weave,68.0,1,0.485,0.291,1.3386
Sidewinder,2,Prismatic,Reinforced,Fast Charge,108.3794,1.15,0.4238,0.5085,1.017
Sidewinder,2,Prismatic,Reinforced,Force Block,105.128,1,0.4175,0.4609,1.002
Sidewinder,2,Prismatic,Reinforced,Hi-Cap,114.8821,1,0.4175,0.501,1.002
Sidewinder,2,Prismatic,Reinforced,Thermo Block,105.128,1,0.4175,0.501,0.9218
Sidewinder,2,Prismatic,Reinforced,Multi-weave,108.3794,1,0.405,0.486,0.9719
